Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,RBI,SB,R,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Brennan Milone","OAK","AA,AAA",24,425,504,103,66,21,2,14,62,6,76,0.136904761,0.224206349,0.610619469,0.242352941,0.353174603,0.4,0.753174603,0.157647059,4.766096791906703,0.294701986,-0.8689189306460321,69.62940511125318,5.627458378851323,0.3518055365199134,106.82488027693606,"sa3019974"
"Nathan Martorella","MIA","AA,AAA",24,471,546,95,61,19,1,14,62,11,54,0.119047619,0.197802197,0.601851851,0.201698513,0.304029304,0.335456475,0.639485779,0.133757962,4.147957136966127,0.229461756,-0.26389829255640507,53.922115002468644,-9.171495179935876,0.3042246336426682,87.01011221309305,"sa3019978"
"Kody Huff","CLE","AAA",24,361,407,80,54,19,1,6,47,3,31,0.09090909,0.255528255,0.35576923,0.221606648,0.301234567,0.329639889,0.630874456,0.108033241,2.791939448593348,0.292490118,-1.5852406471967697,37.204525939225825,-16.05830846071276,0.2922495460804598,71.31489837200792,"sa3019982"
"Gavin Cross","KCR","AA",24,465,507,112,69,23,3,17,64,23,75,0.065088757,0.264299802,0.246268656,0.240860215,0.290513833,0.412903225,0.703417058,0.17204301,7.092792673232783,0.296875,1.534766636788845,57.384015149416555,-4.218283095417396,0.3200185542756861,91.6933175690255,"sa3019985"
"Peyton Graham","DET","A+",24,357,409,101,68,23,3,7,49,20,55,0.097799511,0.20782396,0.470588235,0.282913165,0.366093366,0.422969187,0.789062553,0.140056022,6.84294427111063,0.352059925,1.7561790831387043,61.636012466304294,12.488851347618096,0.374100213554626,132.13148601325523,"sa3019990"
"Cayden Wallace","WSN","AA",23,426,481,103,69,21,3,10,55,16,49,0.083160083,0.234927234,0.3539823,0.241784037,0.310416666,0.375586854,0.68600352,0.133802817,5.806470456094266,0.299035369,1.069113926962018,54.29959768401405,-0.669548359048154,0.3153874102614369,102.26174901539045,"sa3019996"
"Daniel Susac","OAK","AAA",24,360,407,99,61,19,1,18,68,7,48,0.085995085,0.267813267,0.321100917,0.275,0.348894348,0.483333333,0.832227681,0.208333333,3.9571108903019896,0.341772151,-0.9306791238486767,61.65123928736114,1.878077697261812,0.3647621427765642,94.19904396176435,"sa3019997"
"Sterlin Thompson","COL","AAA",24,439,513,130,76,28,8,18,66,12,82,0.10331384,0.208576998,0.495327102,0.296127562,0.391812865,0.519362186,0.911175051,0.223234624,6.869515209736958,0.353312302,-0.7698937919922173,94.82458613187562,19.483967223470316,0.40125766657946405,117.93325078167302,"sa3019999"
"Henry Bolte","OAK","AA,AAA",21,415,488,118,83,20,6,9,56,44,66,0.116803278,0.288934426,0.404255319,0.284337349,0.385245901,0.426506024,0.811751925,0.142168675,8.560143434429813,0.406716417,6.644333604257554,77.8861609903692,15.016774749529247,0.37729053919921157,121.04955424028475,"sa3020006"
"Blake Rambusch","SEA","AA",25,340,393,89,73,11,5,0,27,34,62,0.114503816,0.155216284,0.737704918,0.261764705,0.353689567,0.323529411,0.677218978,0.061764706,8.590936906670226,0.315602836,4.416891167871654,46.30135689042054,-1.449537015338312,0.3259676846535758,109.06301902734168,"sa3020008"
"Jancel Villarroel","HOU","A,A+",20,371,433,96,67,18,3,8,54,20,53,0.103926096,0.177829099,0.584415584,0.258760107,0.35103926,0.388140161,0.739179421,0.129380054,5.950896773698878,0.301369863,-0.5046633929014206,61.09190152098466,9.413638415532596,0.36214710658472077,118.18618778531834,"sa3020102"
"Josh Hatcher","TEX","AA",26,359,376,84,63,11,1,9,51,10,35,0.034574468,0.281914893,0.122641509,0.233983286,0.260638297,0.345403899,0.606042196,0.111420613,4.622201171529109,0.303643724,-0.8228710321709514,30.323057972913286,-15.362275636667711,0.2782267236963232,64.71369829850127,"sa3020115"
"Tommy Sacco Jr.","HOU","AA,AAA",26,410,460,77,62,10,2,3,37,14,29,0.089130434,0.25,0.356521739,0.187804878,0.26477024,0.243902439,0.508672679,0.056097561,4.882793205577304,0.250847457,0.6728370017372072,24.114777198762628,-37.964513310461314,0.24644891360134735,43.66088707004714,"sa3020125"
"Ryan Clifford","NYM","AA,AAA",21,481,579,114,61,23,1,29,93,7,71,0.146804835,0.255613126,0.574324324,0.237006237,0.355785837,0.469854469,0.825640306,0.232848232,3.1859631443685874,0.274193548,-1.9581059142947197,91.32076961877141,22.796884279272877,0.37473007892242355,136.56345149113548,"sa3020126"
"Nick Cimillo","PIT","AA",25,401,455,96,46,26,4,20,71,5,50,0.096703296,0.213186813,0.453608247,0.239401496,0.319383259,0.473815461,0.79319872,0.234413965,4.638838663638638,0.263888888,-0.9089119145646691,66.09034308348392,14.092502231938584,0.35843125353300626,125.20561250778798,"sa3020129"
"Cam Collier","CIN","A+,AA,CPX",20,333,396,93,67,21,1,4,48,1,48,0.148989898,0.262626262,0.567307692,0.279279279,0.391414141,0.384384384,0.775798525,0.105105105,2.6838210868485923,0.393805309,-1.4538600323721766,60.18742776669899,14.684665404338038,0.3739368920096286,123.40001675211948,"sa3020131"
"Tucker Toman","TOR","A,A+",21,366,424,97,71,19,1,6,59,5,56,0.099056603,0.245283018,0.403846153,0.265027322,0.353773584,0.371584699,0.725358283,0.106557377,4.804968169860878,0.348659003,-0.4893885850906372,58.21730044477083,4.23939242951967,0.3522897302260939,108.44658316001905,"sa3020132"
"Jett Williams","NYM","AA,AAA",21,486,572,127,69,34,7,17,52,34,91,0.132867132,0.229020979,0.580152671,0.261316872,0.362521891,0.465020576,0.827542467,0.203703704,7.766676619267162,0.320699708,1.4406549679115415,89.6952781392192,21.822086067304525,0.37450524804471047,136.1709831202077,"sa3020134"
"Carter Howell","SFG","AA",26,385,439,85,58,17,3,7,32,8,41,0.082004555,0.216400911,0.378947368,0.22077922,0.304347826,0.335064935,0.639412761,0.114285715,4.9923097880031655,0.271777003,-1.2364642526954412,44.71594352010474,-5.453401828968673,0.30071739664885216,90.51458810429213,"sa3020139"
"Sammy Hernandez","STL","A,A+",21,313,383,71,57,11,0,3,50,12,42,0.127937336,0.182767624,0.7,0.22683706,0.353562005,0.290734824,0.644296829,0.063897764,4.375576277420018,0.27983539,-0.4493710547685623,46.01482758878609,-2.6355480232940054,0.33039247769479074,97.32363260378503,"sa3020141"
"Cade Doughty","TOR","A,AA",24,367,404,83,62,17,0,4,35,8,32,0.064356435,0.220297029,0.292134831,0.226158038,0.2775,0.305177111,0.582677111,0.079019073,3.6506697472769147,0.283154121,-0.2608919944614172,32.54374202319636,-14.034405388150075,0.2729319950938225,70.45687068911643,"sa3020196"
"Termarr Johnson","PIT","AA",21,434,503,118,91,15,3,9,35,20,67,0.117296222,0.184890656,0.634408602,0.2718894,0.36272545,0.382488479,0.745213929,0.110599079,5.405110783133106,0.326347305,-2.5700393095612526,68.95664961059914,11.473322251638045,0.3475750464069052,118.05315753333596,"sa3020214"
"Mikey Romero","BOS","AA,AAA",21,445,489,109,55,33,4,17,76,5,61,0.069529652,0.26993865,0.257575757,0.24494382,0.299794661,0.451685393,0.751480054,0.206741573,5.0944612189586,0.30564784,-1.238096971064806,61.88219366940956,2.8142982271621686,0.33432623627739033,104.09920422565531,"sa3020216"
"Bryan Rincon","PHI","A+",21,299,359,54,33,13,2,6,31,40,58,0.139275766,0.286908077,0.485436893,0.180602006,0.304225352,0.297658862,0.601884214,0.117056856,8.748466777452236,0.25,4.654167486354709,35.99977229694675,-5.814258223671209,0.2976038247766629,89.06642053547621,"sa3020221"
"Justin Crawford","PHI","AAA",21,440,506,147,113,23,4,7,47,46,88,0.114624505,0.179841897,0.637362637,0.334090909,0.411177644,0.452272727,0.863450371,0.118181818,7.3512896538735095,0.406976744,2.71008462831378,88.98608879648405,22.767429812776623,0.39272344124293374,135.0453888334102,"sa3020240"
"Ryan McCarty","TOR","AA,AAA",26,351,405,79,55,17,2,5,27,9,40,0.106172839,0.24691358,0.43,0.225071225,0.325925925,0.327635327,0.653561252,0.102564102,4.7884564662353375,0.299595141,-1.436784002929926,44.32441491111026,-2.4237839855362333,0.31079560503547576,95.20523234867754,"sa3020244"
"Josh Hood","SEA","AA",24,384,419,79,51,16,0,12,49,18,47,0.07398568,0.303102625,0.244094488,0.205729166,0.264916467,0.341145833,0.6060623,0.135416667,5.101371700005965,0.27016129,0.7322470713406801,34.5154871087549,-16.394499014687753,0.28044807540172595,79.87088008529399,"sa3020268"
"Nate Baez","MIN","A+,AA",24,338,396,94,65,17,4,8,54,3,56,0.113636363,0.164141414,0.692307692,0.278106508,0.371212121,0.423076923,0.794289044,0.144970415,5.272594880766039,0.318518518,-0.6803753916174173,60.03456927190061,12.165603050091221,0.37283438730119456,124.24701974236024,"sa3020272"
"Kaden Hollow","SDP","A,A+",24,292,362,76,57,15,1,3,48,2,41,0.154696132,0.168508287,0.918032786,0.260273972,0.377094972,0.349315068,0.72641004,0.089041096,2.9546075860734216,0.310638297,-1.8092241883277893,51.86507208600902,4.607405319365503,0.36073860809123715,110.30547036017447,"sa3020274"
"Tatem Levins","TBR","AA",26,308,396,75,47,20,1,7,54,2,50,0.194444444,0.252525252,0.77,0.243506493,0.405063291,0.383116883,0.788180174,0.13961039,3.43806244958747,0.334975369,-1.031833759509027,61.775254958394804,18.35411717844371,0.3849575564946015,142.14442973141897,"sa3020278"
"Lamar King Jr.","SDP","A,A+",21,401,456,110,75,30,1,4,44,21,54,0.096491228,0.203947368,0.473118279,0.274314214,0.353070175,0.3840399,0.737110075,0.109725686,5.53220794882691,0.344155844,1.4074567835777998,64.14564705912292,4.761644991974242,0.3569927837765008,107.95321498238292,"sa3020279"
"Cutter Coffey","TOR","A+",21,384,440,105,68,26,0,11,62,10,68,0.106818181,0.227272727,0.47,0.2734375,0.359090909,0.427083333,0.786174242,0.153645833,4.466349866730891,0.34057971,-0.16510756313800812,64.2196889432361,8.686552813856814,0.3613202555576055,119.24345163485445,"sa3020280"
"Devin Ortiz","SDP","AA",26,467,532,113,91,15,1,6,40,19,60,0.09774436,0.182330827,0.536082474,0.241970021,0.325095057,0.316916488,0.642011545,0.074946467,5.138011806988377,0.293150684,0.766143623739481,55.08685086580558,-9.553036049878168,0.30764073746544973,93.85378948565197,"sa3020345"
"Ben Ross","MIN","AA",24,424,490,93,61,17,1,14,60,18,60,0.112244897,0.226530612,0.495495495,0.219339622,0.308163265,0.363207547,0.671370812,0.143867925,5.171464481761769,0.25732899,0.4001208608970046,53.09086803449176,-6.445869914164315,0.3138086109745259,85.12151721631635,"sa3020353"
"Matt Coutney","LAA","A,A+,AA",25,377,438,90,49,25,1,15,53,3,43,0.114155251,0.255707762,0.446428571,0.23872679,0.338672768,0.429708222,0.76838099,0.190981432,3.091402262132033,0.297619047,-0.6894655227661133,62.0346614579967,8.134022266726827,0.35573234369880274,118.428866514181,"sa3020413"
"Jacob Reimer","NYM","A+,AA",21,444,522,125,71,32,5,17,77,15,88,0.111111111,0.214559386,0.517857142,0.281531531,0.379310344,0.49099099,0.870301334,0.209459459,7.037320936921244,0.3375,-0.11587649025022984,91.55238995397812,31.310092990047984,0.39938623779095134,156.5875499207624,"sa3020416"
"Brooks Brannon","BOS","A+,AA",21,354,383,89,61,16,2,10,47,4,52,0.070496083,0.305483028,0.23076923,0.251412429,0.308093994,0.392655367,0.700749361,0.141242938,5.076290765167617,0.348017621,-0.8141940562054515,46.18456485084923,1.923799328130803,0.3254681748980925,101.7366922265913,"sa3020417"
"Nick Morabito","NYM","AA",22,436,492,119,84,27,2,6,59,49,63,0.095528455,0.233739837,0.408695652,0.272935779,0.348268839,0.3853211,0.733589939,0.112385321,6.93249522690044,0.355345911,3.816406898200512,65.06730694598184,8.841070244970194,0.34113781818790007,119.68041273629142,"sa3020418"
"Andy Garriola","CHC","A+,AA",25,369,412,76,44,19,1,12,58,6,47,0.075242718,0.225728155,0.333333333,0.205962059,0.276699029,0.360433604,0.637132633,0.154471545,4.682046829363902,0.237918215,-0.1819950584322214,39.80199069892545,-8.107402760633041,0.30193807155761904,84.24306628592451,"sa3020458"
"Hector Osorio","TEX","A",20,283,358,71,58,5,4,4,43,11,39,0.153631284,0.120111731,1.279069767,0.250883392,0.393258426,0.339222614,0.73248104,0.088339222,5.573112893020068,0.279166666,-1.8936469443142414,53.29216556178325,10.396285935509143,0.3742672889755013,125.20902093910027,"sa3020461"
"Seth Stephenson","DET","A+,AA",24,442,508,124,89,21,6,8,57,49,87,0.070866141,0.141732283,0.5,0.280542986,0.363817097,0.409502262,0.773319359,0.128959276,9.098692726705256,0.318681318,5.509059075266123,74.57071312366809,14.003837777663119,0.3675607983208082,128.88616270326278,"sa3020495"
"D'Andre Smith","NYM","A+,AA",24,369,406,104,74,18,4,8,47,31,48,0.066502463,0.187192118,0.355263157,0.281842818,0.344827586,0.417344173,0.762171759,0.135501355,7.493070638652872,0.335664335,3.6589173367246985,57.1499565149866,10.635672492834178,0.3526869077107002,126.91072554314476,"sa3020536"
"Kevin Parada","NYM","AA,AAA",23,371,424,91,54,25,1,11,57,6,46,0.094339622,0.266509433,0.3539823,0.245283018,0.319148936,0.407008086,0.726157022,0.161725068,4.32095563177613,0.31372549,-0.3542859833687544,52.64234197771295,3.125710612890563,0.3316294183122351,110.39798143476209,"sa3020575"
"Douglas Hodo III","BAL","AA",24,368,435,74,45,19,0,10,32,29,47,0.126436781,0.291954022,0.433070866,0.201086956,0.315668202,0.33423913,0.649907332,0.133152174,5.085219100103086,0.273504273,0.5430471859872341,47.069565450385355,-2.6426560230700744,0.30915905638224517,87.4285021081633,"sa3020614"
"Joe Lampe","CLE","AA,AAA",24,420,480,97,56,25,6,10,63,19,58,0.097916666,0.239583333,0.408695652,0.23095238,0.31722689,0.39047619,0.70770308,0.15952381,7.391190411100116,0.292929292,1.2859239401295781,57.86966721591541,2.5172237592656344,0.3264090182906703,108.75827756250874,"sa3020642"
"Druw Jones","ARI","A+",21,478,545,122,87,25,5,5,56,28,77,0.102752293,0.233027522,0.440944881,0.255230125,0.334558823,0.359832635,0.694391458,0.10460251,7.420616795729049,0.332386363,2.8036994878202677,63.43189541324266,-5.353466383374851,0.32464564241030636,92.31643728190117,"sa3020676"
"Enmanuel Bonilla","TOR","CPX",19,188,217,35,26,4,1,4,22,9,25,0.078341013,0.2718894,0.288135593,0.186170212,0.260465116,0.281914893,0.542380009,0.095744681,6.569687319588559,0.236641221,-0.4833064153790474,16.55517570439819,-12.455127375683748,0.2714615652727526,59.42368466933902,"sa3020684"
"Brett Squires","KCR","AA",25,443,496,110,66,26,8,10,56,18,51,0.096774193,0.27016129,0.358208955,0.248306997,0.326612903,0.410835214,0.737448117,0.162528217,6.860559951758619,0.333333333,0.8354351427406073,64.2122756610446,3.9465164313845733,0.3409250736717255,105.10085838571197,"sa3020714"
"Gabriel Rincones Jr.","PHI","AAA",24,412,506,99,58,22,1,18,73,21,81,0.158102766,0.225296442,0.701754385,0.240291262,0.369565217,0.42961165,0.799176867,0.189320388,5.558559481958755,0.283216783,0.7017365833744407,75.45864625738297,9.23998727367553,0.3609168143206041,114.60878500730493,"sa3020758"
"Antonis Macias","TEX","A,A+",20,364,460,98,78,16,2,2,47,5,56,0.167391304,0.173913043,0.9625,0.269230769,0.393873085,0.34065934,0.734532425,0.071428571,3.727062435542666,0.327645051,-2.691266853362322,67.48385115678315,12.563729405057467,0.3699813873814806,123.74099964961263,"sa3021057"
"Luis Escudero","NYY","CPX",19,156,189,33,25,3,2,3,20,13,31,0.158730158,0.148148148,1.071428571,0.211538461,0.333333333,0.314102564,0.647435897,0.102564103,7.785679276882602,0.234375,-0.22214440256357193,22.998597049347268,-2.2684411171757115,0.3307371659884377,86.17862472561873,"sa3021063"
"Alfredo Duno","CIN","A",19,390,495,112,60,32,2,18,81,6,78,0.191919191,0.183838383,1.043956043,0.287179487,0.43030303,0.517948717,0.948251747,0.23076923,3.7368194257934153,0.329824561,-3.571179986000061,103.67874689775931,40.584673512759075,0.4466192864696024,163.3638013439269,"sa3021066"
"Sebastian Walcott","TEX","AA",19,474,552,121,87,19,2,13,59,32,71,0.126811594,0.195652173,0.648148148,0.255274261,0.355072463,0.386075949,0.741148412,0.130801688,5.596672893614736,0.303370786,0.6824468988925219,75.08285914711502,8.012901294751428,0.3493502729612848,110.32587657329518,"sa3021069"
"Ludwing Espinoza","CHC","CPX",19,153,173,35,26,6,2,1,8,19,25,0.104046242,0.231213872,0.45,0.228758169,0.317919075,0.31372549,0.631644565,0.084967321,8.435822894799237,0.303571428,0.5433091539889574,18.404309550674466,-7.147019108383151,0.31132436625530263,73.60231593262729,"sa3021073"
"Robert Calaz","COL","A",19,371,424,96,67,16,3,10,55,7,50,0.08726415,0.259433962,0.336363636,0.258760107,0.338061465,0.398921832,0.736983297,0.140161725,5.065820769428297,0.3359375,-1.2239848906174302,58.35793525345599,1.9882881081846826,0.35290499787195034,105.4639383062715,"sa3021078"
"Angel Cepeda","CHC","A",19,381,433,95,68,14,5,8,49,27,47,0.092378752,0.314087759,0.294117647,0.249343832,0.339491916,0.375328083,0.714819999,0.125984251,7.282316968371057,0.367088607,0.9707765430212021,58.10090268385312,6.218456096767396,0.3540407713786559,116.10759384155607,"sa3021080"
"Esmil Valencia","HOU","A",19,398,442,111,85,14,4,8,57,64,55,0.067873303,0.2239819,0.303030303,0.278894472,0.335600907,0.394472361,0.730073268,0.115577889,7.588892954325437,0.346801346,3.1014930177479982,59.648159732146866,5.854360003991724,0.3529921702516863,112.42274440160973,"sa3021082"
"Yophery Rodriguez","BOS","A+",19,390,446,86,56,18,7,5,48,10,47,0.11883408,0.188340807,0.63095238,0.22051282,0.316143497,0.341025641,0.657169138,0.120512821,6.086258985794508,0.26821192,-2.072227308526635,50.349044444840196,-1.646168855149502,0.31490727775805705,93.85894378205609,"sa3021083"
"Yoeilin Cespedes","BOS","A",19,428,477,97,58,24,5,10,54,11,56,0.085953878,0.211740041,0.405940594,0.226635514,0.292016806,0.376168224,0.66818503,0.14953271,5.816926200547607,0.269349845,-1.561309278011322,53.385390466284434,-3.769175404477439,0.32336297518565876,88.38326553321974,"sa3021085"
"Daiverson Gutierrez","NYM","A",19,327,395,79,65,10,0,4,41,6,54,0.134177215,0.146835443,0.913793103,0.241590214,0.362025316,0.308868501,0.670893817,0.067278287,3.585695687880794,0.278810408,-2.257739096879959,50.207307466697124,-0.1404884667879062,0.3393881035032611,98.11878724566398,"sa3021086"
"Welbyn Francisca","CLE","A",19,371,428,85,66,14,2,3,45,45,54,0.119158878,0.170560747,0.698630136,0.229110512,0.320093457,0.301886792,0.621980249,0.07277628,7.066432690055255,0.273333333,2.4867033138871193,44.962106054703945,-6.321236068327673,0.31389994807889526,88.23343437718658,"sa3021087"
"Filippo Di Turi","MIL","A",19,405,479,86,59,14,3,10,55,6,53,0.139874739,0.263048016,0.531746031,0.212345679,0.321503131,0.335802469,0.6573056,0.12345679,4.087703957738095,0.276363636,-3.724814511835575,55.08110468157274,-2.3131029748107714,0.32759719089484113,91.65877889187297,"sa3021093"
"Jeremy Rodriguez","NYM","A",18,420,492,85,75,7,2,1,40,34,56,0.121951219,0.19105691,0.638297872,0.202380952,0.304081632,0.235714285,0.539795917,0.033333333,6.326020799836901,0.253776435,-0.82861546613276,39.4053924794076,-23.306292582047167,0.27816443087376946,61.20511241474077,"sa3021101"
"Anibal Salas","DET","CPX",19,151,182,35,21,7,3,4,19,8,29,0.126373626,0.269230769,0.469387755,0.231788079,0.351648351,0.397350993,0.748999344,0.165562914,8.145862200196918,0.31,0.23229394853115082,27.660085880266557,3.3288639421333155,0.3702930814617283,116.21410707993142,"sa3021102"
